person_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,personality_summary
P00101,0.18,0.50,0.70,0.32,0.47,0.93,0.83,0.42,0.29,0.47,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P00102,0.37,0.33,0.51,0.46,0.43,0.69,0.26,0.53,0.52,0.70,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P00103,0.47,0.63,0.43,0.61,0.55,0.45,0.66,0.57,0.56,0.93,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P00104,0.19,0.64,0.30,0.24,0.47,0.39,0.48,0.59,0.40,0.66,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P00105,0.23,0.50,0.64,0.48,0.18,0.30,0.71,0.23,0.42,0.34,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00106,0.80,0.26,0.67,0.63,0.58,0.65,0.93,0.38,0.65,0.46,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P00107,0.46,0.23,0.65,0.60,0.53,0.59,0.74,0.72,0.34,0.84,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系，处理分歧时较有耐心。
P00108,0.43,0.33,0.61,0.45,0.68,0.63,0.46,0.46,0.28,0.30,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00109,0.16,0.60,0.47,0.62,0.31,0.17,0.48,0.29,0.53,0.36,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00110,0.66,0.36,0.63,0.45,0.33,0.44,0.39,0.66,0.28,0.49,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00111,0.22,0.95,0.19,0.20,0.35,0.36,0.57,0.63,0.61,0.59,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P00112,0.44,0.58,0.56,0.36,0.47,0.61,0.53,0.39,0.23,0.69,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，生活取向相对均衡。
P00113,0.60,0.72,0.44,0.61,0.56,0.65,0.89,0.73,0.38,0.53,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P00114,0.59,0.40,0.57,0.50,0.60,0.12,0.72,0.68,0.46,0.17,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P00115,0.20,0.44,0.56,0.42,0.57,0.64,0.71,0.92,0.37,0.84,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系，处理分歧时较有耐心。
P00116,0.71,0.77,0.22,0.60,0.84,0.31,0.64,0.64,0.37,0.45,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P00117,0.33,0.07,0.67,0.56,0.43,0.36,0.22,0.42,0.68,0.20,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P00118,0.42,0.53,0.38,0.47,0.46,0.29,0.52,0.90,0.44,0.82,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，处理分歧时较有耐心。
P00119,0.34,0.47,0.61,0.35,0.45,0.49,0.67,0.45,0.42,0.47,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00120,0.59,0.66,0.29,0.52,0.47,0.51,0.98,0.33,0.43,0.32,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00121,0.26,0.49,0.43,0.31,0.13,0.32,0.98,0.36,0.44,0.59,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P00122,0.59,0.23,0.60,0.82,0.52,0.58,0.17,0.59,0.29,0.40,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P00123,0.64,0.59,0.48,0.67,0.66,0.60,0.35,0.32,0.82,0.63,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P00124,0.44,0.21,0.66,0.45,0.59,0.72,0.20,0.45,0.54,0.46,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00125,0.32,0.63,0.53,0.51,0.45,0.59,0.51,0.38,0.64,0.56,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00126,0.78,0.46,0.36,0.56,0.60,0.39,0.37,0.71,0.58,0.65,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P00127,0.21,0.17,0.61,0.42,0.46,0.63,0.46,0.46,0.04,0.69,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，生活取向相对均衡。
P00128,0.16,0.31,0.53,0.49,0.26,0.70,0.72,0.56,0.41,0.75,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P00129,0.69,0.64,0.45,0.47,0.72,0.42,0.71,0.52,0.24,0.60,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系，喜欢晚间外出。
P00130,0.54,0.47,0.59,0.67,0.70,0.76,0.44,0.29,0.38,0.36,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P00131,0.58,0.20,0.54,0.26,0.38,0.68,0.86,0.20,0.64,0.41,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P00132,0.44,0.38,0.47,0.54,0.49,0.78,0.21,0.28,0.67,0.35,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00133,0.40,0.74,0.29,0.44,0.57,0.18,0.82,0.43,0.50,0.26,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00134,0.18,0.66,0.41,0.27,0.28,0.71,0.79,0.36,0.81,0.46,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式直接简洁，重视家庭联系。
P00135,0.53,0.55,0.66,0.55,0.58,0.26,0.35,0.68,0.89,0.33,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00136,0.43,0.27,0.63,0.72,0.36,0.59,0.30,0.40,0.69,0.87,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式直接简洁，处理分歧时较有耐心。
P00137,0.64,0.28,0.68,0.65,0.47,0.52,0.48,0.65,0.79,0.29,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00138,0.76,0.96,0.32,0.58,0.48,0.44,0.20,0.20,0.62,0.48,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P00139,0.30,0.86,0.27,0.40,0.40,0.56,0.85,0.56,0.34,0.77,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P00140,0.49,0.41,0.69,0.51,0.43,0.26,0.51,0.23,0.58,0.76,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P00141,0.73,0.21,0.80,0.54,0.59,0.85,0.79,0.39,0.62,0.47,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P00142,0.23,0.37,0.54,0.33,0.55,0.82,0.65,0.43,0.59,0.29,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P00143,0.38,0.77,0.25,0.29,0.62,0.52,0.59,0.51,0.77,0.62,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式直接简洁，生活取向相对均衡。
P00144,0.39,0.85,0.25,0.42,0.57,0.56,0.68,0.35,0.64,0.65,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00145,0.24,0.72,0.44,0.33,0.39,0.40,0.94,0.80,0.59,0.43,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式温和体贴，重视家庭联系。
P00146,0.58,0.53,0.38,0.44,0.50,0.59,0.42,0.97,0.37,0.84,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，处理分歧时较有耐心。
P00147,0.63,0.50,0.40,0.78,0.37,0.47,0.68,0.25,0.43,0.63,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，重视家庭联系。
